ID Caso,Fecha de Resolución,Contenido,Tipo de Resolución
4374,2023-01-14,Vel dolore ullam et. Consequuntur libero quo esse.,Conciliación Judicial
4375,2022-09-23,Blanditiis in necessitatibus deleniti. Sed distinctio sit quod accusantium fugit pariatur. Quam eius iure perferendis.,Resolución Administrativa
4376,2025-01-31,Explicabo odio corporis quasi nemo minima ex. Non repellendus sed facilis incidunt est accusantium.,Caso en Curso
4377,2024-08-08,"Eaque possimus aut. Odio nesciunt rem quae ducimus.
Hic voluptates ad iure suscipit quia eum. Autem omnis sint nostrum dolore voluptatibus.",Caso en Curso
4378,2022-03-10,At culpa recusandae voluptas consectetur provident. Tenetur dolorem aliquam magni eligendi nisi consequuntur. Magni reiciendis quos officia.,Caso en Curso
4379,2024-02-28,Dolorum suscipit occaecati quisquam quae eos enim. Quis dolores quisquam quas aliquam libero.,Caso en Curso
4380,2023-04-28,Dolor ullam adipisci nam libero. Aperiam laudantium architecto architecto deserunt modi.,Caso en Curso
4381,2024-10-09,Cumque vero ducimus cum placeat iusto. Voluptatem atque eligendi dicta at cum eligendi.,Caso en Curso
4382,2024-06-22,Provident error doloribus dolorum quis voluptatum. Deleniti blanditiis eum doloribus labore nulla ad. Ea vitae sed recusandae.,Multa o Sanción
4383,2023-05-18,Quas dolorum sint nulla exercitationem. Aliquid harum aliquid eos ipsum minus repellat.,Caso en Curso
4384,2024-10-05,"Autem nobis qui earum incidunt dolorem voluptatum.
Mollitia minus rem perferendis suscipit. Ullam saepe accusantium.",Acuerdo Extrajudicial
4385,2025-05-02,Amet fugit iusto repellat. Officiis reiciendis labore exercitationem a sit ratione repudiandae. Officiis quasi nam saepe.,Caso en Curso
4386,2025-04-28,Itaque enim alias dignissimos debitis praesentium. Expedita culpa quis. Tempore nesciunt mollitia adipisci voluptatem possimus eos.,Caso en Curso
4387,2025-02-16,Ea autem repudiandae natus nesciunt consequuntur ullam. Consequuntur est esse repudiandae nihil.,Caso en Curso
4388,2024-06-03,Quis id voluptate. Quas aliquid necessitatibus est necessitatibus ad consequuntur.,Caso en Curso
4389,2025-05-04,"Provident reprehenderit eaque rem placeat. Eius quisquam iusto voluptatem harum omnis.
Autem eius perspiciatis.",Caso en Curso
4390,2022-10-08,Veniam esse voluptatibus provident fuga. Ab inventore quos porro ipsam. Amet voluptas doloribus quod sit vitae nam.,Caso en Curso
4391,2023-05-10,Dolorum architecto vel nobis. Eveniet accusamus unde.,Caso en Curso
4392,2024-08-17,Quisquam quibusdam provident aut quam optio. Cum modi incidunt.,Caso en Curso
4393,2022-09-27,Ipsam occaecati nobis magnam aliquam quis. Ab quibusdam fugiat aut.,Caso en Curso
4394,2023-11-30,Explicabo nam nemo. Necessitatibus sint nostrum fugit nulla recusandae assumenda omnis.,Desistimiento del Demandante
4395,2024-01-08,Reiciendis repudiandae soluta consectetur numquam nostrum eligendi. Magnam sunt sed suscipit sequi qui.,Caso en Curso
4396,2025-01-27,"Error officiis explicabo at tempore sint voluptatem repudiandae. Consectetur placeat quasi tenetur.
In minus aspernatur. Fugiat aliquid amet vel.",Caso en Curso
4397,2023-12-13,Velit vitae odio. Commodi ex unde ipsum ab officia. Exercitationem non dolorem nisi voluptatem iusto.,Caso en Curso
4398,2024-01-27,Quasi nam cupiditate aut ea vel. Sint repellat aperiam aliquam veritatis quia.,Caso en Curso
4399,2024-01-30,Libero saepe et tenetur reprehenderit eos error id. Eligendi dicta sed magnam.,Acuerdo Extrajudicial
4400,2023-02-27,Consequatur alias cum ullam ducimus totam. A laboriosam quibusdam nesciunt est.,Recurso Concedido
4401,2024-09-22,Doloribus sequi quo molestias numquam. Error similique eum ex. Consequatur nemo quia soluta voluptatibus accusantium dignissimos commodi.,Caso en Curso
4402,2024-08-15,Nihil fuga molestias. Corrupti quaerat ratione veritatis amet. In excepturi perspiciatis amet. Dolorem totam atque totam facere veniam architecto.,Archivo por Falta de Pruebas
4403,2022-05-13,Deserunt perferendis sequi praesentium minima voluptas. Quos facilis alias officiis iste assumenda doloribus. Veritatis minima repellat sed.,Caso en Curso
4404,2022-10-07,Inventore inventore quasi.,Caso en Curso
4405,2023-02-02,Eum totam dolorem exercitationem accusamus voluptate porro. Quaerat numquam nemo eos unde ut repellat.,Caso en Curso
4406,2023-02-06,Iure corporis doloremque cumque impedit quaerat. Quod dolorem provident assumenda.,Caso en Curso
4407,2022-11-01,Vero quasi vitae. Ut velit ullam asperiores excepturi cumque. Quas consequuntur optio exercitationem.,Caso en Curso
4408,2023-12-25,Deserunt harum vitae sequi provident ut. Amet repudiandae ipsa cupiditate commodi quas. Ipsa vitae expedita culpa cum.,Mediación Exitosa
4409,2024-12-02,Perferendis doloremque aperiam voluptates corporis alias. Unde laboriosam minus ipsum.,Recurso Denegado
4410,2024-07-25,"Eum nisi recusandae corrupti molestiae. Officia deleniti neque aliquid iure deserunt ipsa.
Amet nihil saepe ea.",Caso en Curso
4411,2020-11-11,"Corrupti corrupti ad totam unde. Quae eligendi ipsam.
Illo ut iure molestias ducimus id quia. Deleniti quisquam nostrum eaque non provident.",Caso en Curso
4412,2021-01-14,"Minima ducimus officiis. Quo commodi provident dignissimos odit ipsam eos.
Sed veniam sed quam. Asperiores esse eaque quis.",Caso en Curso
4413,2023-01-26,Dicta pariatur dolore perspiciatis. Nesciunt expedita alias quibusdam doloremque.,Resolución Administrativa
4414,2021-11-07,Provident perspiciatis placeat. A quidem laboriosam veniam possimus perspiciatis. Porro dolorem laboriosam adipisci.,Sentencia Condenatoria
4415,2023-07-10,Architecto natus suscipit molestiae modi qui distinctio omnis. Incidunt dicta ratione exercitationem.,Caso en Curso
4416,2025-05-12,Doloribus iure corrupti ipsa nam. Atque quos officiis adipisci quibusdam. Ipsa culpa fugit quidem id minus dolores.,Caso en Curso
4417,2024-12-09,Atque officia iusto unde laboriosam quo dolore. Ad alias recusandae quae ut quae at.,Resolución Administrativa
4418,2021-12-21,A provident sunt incidunt eaque culpa magnam. Sit sunt vitae debitis asperiores dolorum possimus placeat.,Caso en Curso
4419,2023-09-25,Pariatur perspiciatis natus hic culpa optio. Explicabo molestiae a architecto cupiditate. Assumenda optio iusto in cupiditate autem dolore eveniet.,Recurso Denegado
4420,2023-01-04,Expedita nulla quos beatae voluptates nostrum. Aperiam sequi magnam amet ea consectetur consectetur nam. Quis recusandae laborum maxime.,Caso en Curso
4421,2021-06-15,Sapiente occaecati perferendis accusamus quam. Reiciendis error possimus aliquid quo beatae dicta adipisci.,Caso en Curso
4422,2023-04-15,A sint dolorum voluptatum animi. Eum sed distinctio cumque recusandae. Repudiandae inventore enim.,Caso en Curso
4423,2024-12-20,Facere nostrum expedita asperiores. Ipsum nulla illum sunt.,Caso en Curso
4424,2025-01-31,A sed ipsa natus sunt modi. Eligendi explicabo distinctio.,Sentencia Absolutoria
4425,2025-05-06,Aperiam sit vero. Odio animi deserunt sequi recusandae eveniet quisquam.,Caso en Curso
4426,2025-01-01,Explicabo vitae facilis unde ducimus. Delectus cumque dolorem reiciendis.,Caso en Curso
4427,2023-08-01,Eum aperiam eum porro sequi.,Archivo por Falta de Pruebas
4428,2024-12-12,Sunt natus iusto voluptates. Doloremque veritatis cupiditate magnam quidem.,Caso en Curso
4429,2021-09-12,"Dolore sunt consequuntur repellendus ipsa vitae. Omnis ipsa dolor in ad.
Ipsum odit aliquid repudiandae numquam ut perspiciatis.",Caso en Curso
4430,2022-05-19,Expedita est velit nobis. Eaque nisi dignissimos illum.,Caso en Curso
4431,2025-02-28,Quam quod sint voluptatibus autem omnis autem. Laboriosam iure possimus impedit magnam rerum. Dicta distinctio animi magnam saepe.,Archivo por Falta de Pruebas
4432,2024-10-07,Id accusantium quam. Ut dicta molestias praesentium neque natus rerum.,Recurso Denegado
4433,2023-02-25,Voluptatem blanditiis modi numquam a dignissimos. Vitae numquam ea voluptates sint ipsam. Deleniti voluptas facilis ad perferendis consectetur.,Caso en Curso
4434,2023-06-10,"Sunt voluptatibus laborum.
Debitis consequatur nisi porro similique. Natus illo culpa voluptate officiis.",Mediación Exitosa
4435,2023-06-20,Unde exercitationem amet repellendus ut. Earum hic inventore beatae explicabo.,Caso en Curso
4436,2024-06-30,Fugit quae accusantium velit error cumque. Maxime consequatur perferendis nostrum molestias vero debitis. Aliquam provident quasi saepe sequi.,Caso en Curso
4437,2023-09-08,Magni voluptatibus assumenda minus mollitia. Minima voluptas dolorem. Ab expedita natus nihil asperiores molestias tempora expedita.,Caso en Curso
4438,2024-04-30,Eaque blanditiis provident cumque. Dignissimos consectetur non cupiditate. Odit necessitatibus dolor assumenda recusandae tenetur iste eaque.,Caso en Curso
4439,2023-12-24,Fugiat placeat inventore. Iure modi ipsam. Non rerum quidem quam.,Caso en Curso
4440,2022-07-23,Cumque consequatur recusandae illum. Libero voluptatem non magnam tempore maxime accusamus. Alias fuga non animi explicabo hic ratione.,Caso en Curso
4441,2021-08-26,"Quam tempora fugit commodi iusto. Ipsa officiis a tenetur vero.
Earum nobis perferendis incidunt quam. Cumque a sed reiciendis.",Caso en Curso
4442,2024-01-30,"Mollitia dolorum doloremque occaecati odio consectetur.
Deleniti eos quia minima possimus enim. Atque reiciendis facere unde quia dolorem explicabo.",Caso en Curso
4443,2024-08-11,Quas similique quo. Odio repellat illum officia. Architecto vel nesciunt amet fugit iure aspernatur.,Acuerdo Extrajudicial
4444,2025-04-17,Vel quae vel quis sed illum. Facere quod numquam impedit deserunt distinctio. Eveniet dolores veritatis corporis saepe minima sapiente.,Recurso Concedido
4445,2024-02-12,Fugiat tenetur illum error. Deleniti id saepe molestiae. Placeat quis nesciunt debitis eaque aliquid.,Recurso Concedido
4446,2022-04-07,Ipsum iste animi pariatur sequi ipsam. Quia nesciunt quisquam officia unde odit. Saepe molestiae temporibus aspernatur beatae id laboriosam.,Caso en Curso
4447,2023-01-20,Fugit voluptatem porro doloremque unde in culpa. Saepe maiores ipsum similique.,Caso en Curso
4448,2023-10-16,Saepe consequatur possimus iusto qui numquam. Odit quasi rerum nostrum. Inventore iusto tempora iste nobis labore.,Caso en Curso
4449,2023-10-16,Quaerat non voluptates velit veritatis libero velit. Sequi aperiam ut. Explicabo molestias quasi labore. Ab autem neque molestiae.,Sobreseimiento
4450,2024-02-06,A aspernatur quos error sed assumenda. Praesentium animi tempore nemo.,Caso en Curso
4451,2024-10-28,Architecto pariatur error excepturi aliquid sunt. Repudiandae qui esse in temporibus. Cumque quaerat impedit iure reiciendis blanditiis sunt.,Caso en Curso
4452,2023-09-03,Illum quod nisi asperiores reprehenderit earum. Eum expedita consectetur eum ab nihil.,Caso en Curso
4453,2025-04-13,Nobis aut iure expedita eaque suscipit doloremque. Eaque quaerat voluptates.,Caso en Curso
4454,2024-09-10,"Voluptates sapiente reiciendis corporis repudiandae.
Unde nostrum deleniti eius odit amet illum. Aspernatur unde maiores sint omnis.",Caso en Curso
4455,2024-08-31,Laboriosam corrupti libero iure animi quas. Voluptates omnis culpa cumque autem.,Caso en Curso
4456,2024-03-13,Magnam nemo repellendus molestiae. Hic nemo laboriosam non atque repellat.,Caso en Curso
4457,2024-01-05,Quasi animi recusandae earum dignissimos. Natus magnam consequatur quas.,Recurso Denegado
4458,2024-06-04,Sunt maxime nihil modi sunt similique voluptates. Doloremque autem cum molestias. Totam in fuga enim.,Caso en Curso
4459,2024-02-13,Ullam doloribus nihil nihil temporibus. Error aspernatur repellendus eum porro inventore saepe. Quia maiores ipsam soluta quaerat sunt eligendi.,Caso en Curso
4460,2024-12-17,Nisi saepe temporibus voluptatum eligendi accusantium veniam aspernatur. Quisquam voluptate velit iusto quaerat et ad.,Caso en Curso
4461,2025-02-21,"Accusamus iure nulla voluptatibus minima sapiente.
Magnam reiciendis fuga id iure.",Multa o Sanción
4462,2025-02-04,Veritatis dignissimos reiciendis ex placeat suscipit pariatur. Quae debitis ex itaque. Dolorum eum iure aliquam voluptates placeat.,Caso en Curso
4463,2021-11-25,Magnam recusandae odio laboriosam. Dolore consectetur recusandae quaerat ratione.,Caso en Curso
4464,2021-10-08,Molestias velit expedita. Consequatur labore reprehenderit. Est tenetur odit neque libero necessitatibus.,Caso en Curso
4465,2023-04-29,Natus similique magnam eaque. Minus atque deserunt voluptate. Laudantium fugiat officiis est.,Caso en Curso
4466,2024-04-24,Voluptates ipsum sit eveniet eius praesentium quibusdam. Illo alias esse hic facere quo quae. Sed vitae quisquam sint nemo nisi ab.,Sobreseimiento
4467,2020-12-20,Vero ducimus qui deleniti natus quos.,Recurso Denegado
4468,2023-10-16,Eligendi eos repudiandae quae ex totam veniam. Id illo quaerat possimus velit. Facere vitae magnam impedit aperiam quam voluptatem.,Caso en Curso
4469,2024-02-29,Debitis sunt occaecati dolores expedita porro velit error. Quasi fugiat ipsa eos repellendus.,Sentencia Condenatoria
4470,2021-03-02,Occaecati eius iste. At laboriosam deserunt omnis. Excepturi alias praesentium corrupti omnis.,Caso en Curso
4471,2024-05-03,Enim aut doloremque aperiam temporibus. Molestiae incidunt unde. Exercitationem nihil pariatur molestiae.,Archivo por Falta de Pruebas
4472,2024-10-15,Accusantium pariatur aperiam. Culpa aliquam fugit voluptatibus. Aspernatur nostrum amet voluptas consequatur.,Caso en Curso
4473,2024-05-06,Alias repellat ab modi. Saepe totam eaque qui doloremque pariatur.,Caso en Curso
4474,2022-08-21,Mollitia rerum eveniet numquam porro adipisci quasi perferendis. Consequatur corrupti vero porro est quae repudiandae.,Caso en Curso
4475,2023-08-30,Delectus placeat porro.,Caso en Curso
4476,2023-06-20,Debitis officia corporis repellendus minus. Maxime repudiandae excepturi delectus.,Multa o Sanción
4477,2021-07-28,Amet eum minus quod. Architecto qui quibusdam delectus quis quaerat aperiam.,Caso en Curso
4478,2024-05-12,Id cum eius possimus aspernatur fugiat. Necessitatibus maxime sint dolores excepturi incidunt.,Caso en Curso
4479,2024-12-12,Possimus temporibus ipsa laudantium iure eum odio. Rerum hic in quae.,Caso en Curso
4480,2023-10-26,Quas impedit voluptatem nobis fugiat quibusdam. Asperiores commodi optio officiis quisquam aperiam.,Caso en Curso
4481,2024-12-24,Accusantium atque aut architecto voluptatibus ex quam.,Resolución Administrativa
4482,2023-02-26,Enim aspernatur reiciendis sed. Quaerat praesentium dolorem temporibus doloribus suscipit odio accusantium. Delectus iusto rem.,Caso en Curso
4483,2022-07-26,Et reprehenderit ut impedit alias.,Caso en Curso
4484,2024-01-08,Aperiam atque laborum magni. Ipsa qui dolor nihil iure deleniti illum. Nulla repellendus dignissimos sunt fuga quos.,Caso en Curso
4485,2021-06-11,Placeat ipsam provident distinctio ea magnam cupiditate. Quasi eum minima deserunt. Error voluptate eveniet enim. Eum at maxime.,Resolución Administrativa
4486,2024-07-19,"Veniam distinctio illum in.
Ad perferendis voluptate nesciunt eius dolor rerum. Veritatis dignissimos expedita ea.",Caso en Curso
4487,2024-05-19,"Rerum maxime at veniam minima odio. Cupiditate iusto odit quibusdam.
Aperiam velit voluptatibus et. Ratione velit itaque veritatis fugiat.",Multa o Sanción
4488,2024-06-11,Magni nam numquam odit voluptatum delectus. Repellat labore eum quis. Doloribus quasi placeat sequi dolores totam. Magnam tempora cum culpa.,Caso en Curso
4489,2022-09-19,Dolore vero quam quo odit accusantium. Similique nisi vitae expedita incidunt libero ipsum pariatur.,Caso en Curso
4490,2024-10-25,Quaerat vero quas fugiat. Nisi dolor dolorum rerum corrupti nulla. Eius itaque magni impedit sed vero.,Sobreseimiento
4491,2024-04-14,Esse doloribus odit asperiores adipisci sunt praesentium. Voluptate cumque labore ad. Esse sint omnis deleniti.,Caso en Curso
4492,2023-01-27,Ea minima veritatis inventore molestiae occaecati. Nulla hic quam sequi dicta.,Caso en Curso
4493,2024-02-20,Quibusdam dicta ipsum voluptas quaerat. Possimus iusto labore incidunt asperiores minus atque eveniet.,Caso en Curso
4494,2024-12-12,Laborum exercitationem quas officiis ullam. Ratione occaecati corporis asperiores soluta tempore.,Caso en Curso
4495,2024-07-24,Provident ea veniam voluptas. Nostrum expedita quod deserunt sunt natus ad ullam.,Caso en Curso
4496,2024-01-22,Dolorum tempora vel. Voluptatibus quos minus cupiditate tempora voluptatibus. Architecto praesentium laborum excepturi vero possimus.,Caso en Curso
4497,2023-10-18,Dolorum eveniet quia. Beatae tenetur esse quos assumenda ipsa. Culpa labore libero consectetur exercitationem.,Sentencia Absolutoria
4498,2021-09-26,Repellendus reprehenderit molestias exercitationem officiis facilis. Temporibus veritatis accusamus perferendis.,Caso en Curso
4499,2023-12-14,Consectetur incidunt in ipsum dicta harum esse. Molestias debitis officia consequatur consequuntur eveniet.,Caso en Curso
4500,2024-03-08,Expedita odit neque eligendi a. Sapiente quas doloremque neque maxime. Quas sequi sint ipsam quam facilis et.,Caso en Curso
4501,2025-02-06,Beatae odio cumque mollitia. Vitae similique non consequatur esse aspernatur sint.,Desistimiento del Demandante
4502,2024-02-03,Sapiente corporis earum repellat aut. Molestiae aperiam sit beatae.,Conciliación Judicial
4503,2024-12-18,Commodi suscipit blanditiis nihil dolor accusamus. Reiciendis ea tempore facere architecto expedita.,Multa o Sanción
4504,2024-09-14,Molestias nihil quaerat pariatur dignissimos. At consequatur dignissimos porro ipsam.,Caso en Curso
4505,2025-02-23,Voluptatibus voluptatem et quos modi rerum rem. At maxime voluptatem.,Caso en Curso
4506,2023-10-20,Nisi ullam quos. Aliquam non ipsum eaque quidem amet. Quos amet ex hic quidem.,Mediación Exitosa
4507,2023-01-27,Quae voluptates at ex accusantium impedit eligendi. Praesentium accusamus doloremque autem fugit.,Sentencia Condenatoria
4508,2023-08-11,Vero non magnam impedit repellat quam. Totam tenetur fugit sequi nisi ab facere.,Caso en Curso
4509,2025-04-07,Impedit ullam ab soluta reprehenderit reprehenderit. Minus ad laboriosam ex rem amet repellat.,Caso en Curso
4510,2024-08-28,Dolores quam commodi. Veritatis quis deserunt libero laborum repudiandae consequatur.,Caso en Curso
4511,2024-08-24,Quisquam eveniet laboriosam vel. Modi nemo ad. Accusantium corrupti porro hic nemo.,Caso en Curso
4512,2024-04-03,Excepturi culpa deserunt perspiciatis voluptatibus. Temporibus ea optio beatae quasi maxime.,Caso en Curso
4513,2023-01-04,"Voluptatem nulla voluptatum harum ipsa. Dolores vel doloremque esse. Ab beatae temporibus soluta et quae id.
Sit dolore dolores ex.",Caso en Curso
4514,2023-07-14,Iusto a reprehenderit adipisci occaecati eius. Provident cum eos unde nulla. Perspiciatis aspernatur repellat earum.,Caso en Curso
4515,2023-03-06,Debitis unde quibusdam iusto itaque expedita. Ex vero natus officiis at tempora. Eveniet laboriosam minus provident atque.,Caso en Curso
4516,2024-04-14,"Delectus libero sequi dicta. Non sint at omnis ad laboriosam non dolorum.
Et quis ipsa perferendis aut. Soluta minima ab eos.",Acuerdo Extrajudicial
4517,2024-12-18,Quos voluptatum error quam voluptates optio recusandae. Porro cumque consequatur hic quasi culpa quisquam. Amet debitis aut quam earum.,Caso en Curso
4518,2023-06-06,Vero maxime perferendis iusto. Molestiae iusto quae neque velit. Excepturi laborum culpa delectus natus accusantium ipsa.,Caso en Curso
4519,2022-05-13,Enim expedita a cum. Aspernatur reprehenderit optio recusandae sequi deserunt.,Caso en Curso
4520,2024-11-06,Esse illo voluptas impedit maxime inventore. Error debitis commodi quo aliquid dolor deserunt exercitationem.,Caso en Curso
4521,2024-05-12,Fugit at veniam sapiente aliquid corrupti sint. Neque maxime laborum aspernatur non rerum et. Dolorum assumenda excepturi veniam.,Caso en Curso
4522,2024-06-11,"Provident id impedit ut.
Consequuntur eveniet omnis. Optio esse sapiente ab cumque non occaecati. Accusamus consectetur vitae iste.",Sentencia Condenatoria
4523,2023-03-10,Sit ut similique rerum culpa voluptates deleniti.,Resolución Administrativa
4524,2024-05-12,Vel laudantium sit ipsam nesciunt laboriosam aliquid. Maiores repellat quo quae.,Caso en Curso
4525,2023-05-30,Tempora rem alias libero inventore sit. Corrupti iste dignissimos quasi earum.,Caso en Curso
4526,2023-10-03,Alias beatae incidunt aperiam odio maxime ea. Error libero beatae suscipit. Quidem maxime deleniti cupiditate officiis eaque.,Multa o Sanción
4527,2023-10-02,Officia labore laudantium consectetur reiciendis voluptatibus molestias occaecati. Odio non ad. A maiores iste ea aliquid pariatur amet.,Caso en Curso
4528,2024-10-18,Atque animi ad odio. Quaerat fuga totam cum laboriosam in necessitatibus.,Caso en Curso
4529,2025-04-05,"Sapiente blanditiis exercitationem eaque.
Nobis ab nihil soluta. Minima vel numquam non autem magni eos. Animi ea iusto assumenda nemo placeat.",Caso en Curso
4530,2024-12-21,Repellendus optio ad voluptates.,Caso en Curso
4531,2023-04-14,Commodi nobis enim itaque. Necessitatibus ad expedita atque.,Caso en Curso
4532,2024-02-08,Nulla magni quasi numquam excepturi molestias ab labore. Deleniti architecto nemo debitis enim eaque. Eaque commodi ex doloribus iste numquam.,Caso en Curso
4533,2024-11-10,Laboriosam voluptatem accusantium voluptate illo soluta.,Recurso Denegado
4534,2024-02-05,"Aliquam hic fuga quas quisquam.
Magnam quam sit rerum.",Caso en Curso
4535,2023-09-10,"Totam modi unde tenetur ullam.
Neque et harum mollitia alias magni. Deleniti totam a temporibus. Voluptates perspiciatis laudantium nihil minus.",Caso en Curso
4536,2024-08-22,Totam ullam eum rerum ipsa. Voluptas ipsum excepturi deserunt dolorum assumenda. Nemo beatae sunt asperiores necessitatibus sed atque.,Caso en Curso
4537,2022-06-27,Laborum natus rerum repellat repellendus. Perferendis distinctio dicta ut.,Sobreseimiento
4538,2024-01-08,A quasi eaque ipsa. Odio vel nulla dolorum repudiandae ut ex explicabo.,Caso en Curso
4539,2024-02-21,Vero perferendis hic explicabo iusto minima debitis. Laudantium assumenda rem quam nemo. Officiis iusto ratione voluptatem.,Caso en Curso
4540,2025-02-18,Dicta explicabo odio autem. Quo corrupti odit quaerat. Laborum similique ipsum nulla eum rerum id.,Caso en Curso
4541,2024-10-24,Dolores optio natus. Excepturi dolores fugiat dolorem sint facilis mollitia alias. Modi accusamus ex consequuntur quaerat minus vel.,Desistimiento del Demandante
4542,2022-07-30,Temporibus deserunt quas excepturi cum ipsa at. Aperiam eaque atque iste debitis. Numquam beatae fugiat recusandae molestiae animi sit.,Archivo por Falta de Pruebas
4543,2023-05-14,Similique nulla quas laboriosam. Deserunt ex quo doloremque dolores nesciunt aspernatur dolore.,Caso en Curso
4544,2024-06-30,Modi omnis nisi eligendi maxime. Illo ullam laudantium dolorum modi repellendus. Corporis placeat doloribus doloremque.,Caso en Curso
4545,2024-12-07,Possimus eveniet accusamus sequi molestias repellendus eveniet. Ut sunt id aliquid labore sunt.,Caso en Curso
4546,2024-11-22,Facere saepe a quis asperiores modi. Debitis veritatis veniam dolorum non repellendus officiis. Voluptatem modi quasi.,Caso en Curso
4547,2025-01-31,Enim quaerat ratione laborum. Et possimus temporibus deleniti veniam iste accusamus. Repellendus deserunt nam.,Caso en Curso
4548,2021-11-19,Placeat possimus laudantium ea harum. Rem recusandae totam ut quisquam commodi incidunt. Earum laboriosam aspernatur veniam.,Recurso Concedido
4549,2024-06-28,Aut impedit explicabo voluptates quaerat. Sed accusantium impedit labore consequuntur fuga fugiat.,Caso en Curso
4550,2024-08-29,Dolores amet inventore doloremque. Alias praesentium quasi.,Caso en Curso
4551,2024-12-05,Dolorum a molestias repudiandae id. Tempora repellendus illum dolore dignissimos neque. Qui soluta eos facilis.,Sentencia Condenatoria
4552,2024-04-10,"Vitae illo accusantium debitis. Soluta tenetur aspernatur.
Hic amet alias aut corrupti. Occaecati porro officiis maxime quibusdam id iusto.",Caso en Curso
4553,2025-05-25,Voluptates earum laborum. Molestias sint optio delectus. Voluptas nobis reprehenderit atque.,Caso en Curso
4554,2023-03-22,Dolore consequatur id fuga occaecati. Beatae excepturi beatae iusto sunt illum. Aliquid est accusantium inventore occaecati.,Caso en Curso
4555,2023-07-15,Ipsum quas quaerat excepturi. Molestias doloremque maiores illo.,Multa o Sanción
4556,2023-04-10,Blanditiis fuga deserunt laborum ex laborum harum. Alias occaecati excepturi saepe. Aperiam inventore cumque quis ad quod.,Caso en Curso
4557,2022-06-15,Fugiat quasi unde quidem cupiditate a assumenda. Dolores quo molestias. Eveniet a corrupti molestiae.,Caso en Curso
4558,2024-01-07,"Sequi velit beatae iusto. Provident minus possimus rem odio corrupti.
Natus commodi maiores. Soluta provident veniam recusandae.",Caso en Curso
4559,2023-01-19,Dicta laudantium exercitationem provident omnis. Pariatur ex laborum veniam provident.,Archivo por Falta de Pruebas
4560,2024-10-23,"Saepe neque maxime nulla eos alias. In unde fuga modi earum est.
Impedit accusantium provident deserunt possimus. Reiciendis vero quos voluptatibus.",Caso en Curso
4561,2023-10-27,Beatae consequatur sit voluptate iusto consequatur impedit. Fugiat ea officia dicta. Incidunt aspernatur culpa officia sit.,Caso en Curso
4562,2024-04-15,Ea est error sapiente maiores repellat. Mollitia quod deserunt. Minus asperiores modi aliquid distinctio. Dolore natus dolore expedita.,Sentencia Absolutoria
4563,2025-01-02,Dolorum et nulla. Doloribus hic vitae nisi consectetur tempore alias maxime. Sit ducimus corrupti ex velit eos asperiores.,Caso en Curso
4564,2024-05-27,Cum tenetur sint laboriosam iste distinctio possimus. Enim tenetur delectus cupiditate eveniet cum.,Caso en Curso
4565,2024-07-06,Iusto nesciunt nobis quis aliquid aut. Amet ad repellat consequuntur perferendis nihil.,Caso en Curso
4566,2024-10-27,"Qui quos porro beatae eum. Officiis unde modi aliquam totam vel.
Nam soluta laudantium quo inventore esse. Similique error quia commodi sed.",Recurso Denegado
4567,2025-04-27,"Mollitia hic incidunt velit eum. Dolor suscipit nam dignissimos.
Nesciunt in beatae veniam deserunt nemo quasi.",Recurso Denegado
4568,2024-05-06,Molestias quaerat id aliquam. Dignissimos labore suscipit.,Caso en Curso
4569,2023-01-13,Error accusantium inventore doloribus illum. At eveniet dolor iure beatae ab.,Caso en Curso
4570,2023-10-27,Veritatis temporibus eveniet quibusdam recusandae veniam voluptatibus. Illum ex quidem voluptate blanditiis. Vero ex beatae minus.,Caso en Curso
4571,2024-10-19,Perspiciatis quae nesciunt veritatis distinctio. Tempora recusandae voluptate. Quaerat totam totam fugiat aliquid.,Caso en Curso
4572,2022-09-10,Consequuntur saepe in corporis. Sequi enim sunt quis dolores autem.,Caso en Curso
4573,2023-12-12,Voluptatibus ipsa velit enim earum porro at. Dicta voluptatem minus rem dicta ex. Nostrum omnis autem voluptatem sequi vel.,Caso en Curso
4574,2021-10-12,Asperiores ad ab enim accusamus. Repellendus est aliquam minima libero. Asperiores veniam sed quidem similique.,Sobreseimiento
4575,2024-06-16,Facere aperiam nisi quo quod.,Archivo por Falta de Pruebas
4576,2023-10-21,Sapiente beatae dignissimos perferendis fuga itaque porro. Dolor accusantium unde quibusdam.,Caso en Curso
4577,2024-10-11,"Rem nihil rerum corrupti autem.
Modi aperiam ipsa mollitia. Repellat amet quas. Consectetur doloremque illo animi quis expedita odio.",Caso en Curso
4578,2024-05-29,In aspernatur assumenda voluptatem. Natus neque laborum qui. Voluptatum mollitia officia hic.,Conciliación Judicial
4579,2024-11-24,Accusamus nisi numquam repudiandae. Iusto laudantium recusandae voluptas enim ullam minus dolorum. Tempora esse labore id.,Caso en Curso
4580,2024-10-27,Beatae aliquam facilis aspernatur quibusdam soluta necessitatibus ea. Maiores eligendi dolores dolor. Vitae aspernatur amet officia numquam.,Caso en Curso
4581,2022-09-01,Porro provident alias tenetur inventore. Necessitatibus ipsam unde. Quam ab molestias ad molestiae cumque.,Caso en Curso
4582,2025-04-30,Quis veritatis et consectetur vitae. Ad velit reprehenderit voluptate.,Caso en Curso
4583,2024-11-24,Tenetur laudantium aliquid veritatis. Amet at nesciunt labore qui error esse.,Caso en Curso
