ID Caso,ID Cliente,ID Abogado,Descripción,Estado,Fecha de Inicio,Fecha de Resolución,Rama Legal,Resultado,Tipo de Caso
4789,998,31,Nostrum nesciunt odit.,Abierto,2021-01-15,2021-06-28,Internacional Privado,Pendiente,Adopción internacional
4790,120,2,Porro incidunt unde.,En proceso,2021-05-16,2022-06-08,Penal,Pendiente,Robo o hurto
4791,882,11,Recusandae nulla minus aut sit voluptatibus voluptatibus odit.,Abierto,2021-11-30,2025-02-20,Laboral,Pendiente,Reinstalación
4792,698,11,Doloremque voluptas repudiandae excepturi aperiam odio quod.,Cerrado,2022-04-28,2023-04-28,Laboral,Acuerdo,Accidente de trabajo
4793,1009,41,Consectetur eveniet distinctio porro repellat temporibus ab.,Abierto,2021-08-06,2024-07-29,Familia,Pendiente,Tutela o curatela
4794,725,45,Porro tempore alias quaerat.,En proceso,2020-08-25,2022-12-09,Notarial y Registral,Pendiente,Testamento
4795,293,4,Iusto doloremque nihil nam qui laudantium.,Abierto,2020-09-04,2021-04-20,Penal,Pendiente,Robo o hurto
4796,445,17,Est molestiae soluta aspernatur illo ipsum.,Abierto,2023-06-17,2024-02-28,Administrativo,Pendiente,Contratación pública
4797,789,14,Recusandae nemo excepturi architecto velit.,En proceso,2022-09-16,2024-05-30,Mercantil,Pendiente,Registro de marca
4798,1095,29,Hic quaerat molestias necessitatibus ex architecto atque.,Abierto,2024-02-17,2024-08-25,Internacional Privado,Pendiente,Contrato internacional
4799,594,21,Dolorem pariatur deleniti illum illum consequuntur.,Cerrado,2021-12-17,2023-08-11,Constitucional,Acuerdo,Inconstitucionalidad de norma
4800,910,54,Ipsam sapiente esse iure aspernatur.,Abierto,2023-05-13,2023-07-07,Informático,Pendiente,Contrato de software
4801,723,8,Quam sequi unde architecto quaerat.,Abierto,2021-01-18,2022-10-31,Civil,Pendiente,Sucesiones y herencias
4802,165,36,Totam repudiandae sunt natus illum odit.,En proceso,2024-01-05,2024-12-12,Procesal,Pendiente,Competencia jurisdiccional
4803,862,29,Cumque cum numquam quidem.,En proceso,2024-02-02,2024-03-25,Internacional Privado,Pendiente,Herencia transnacional
4804,706,21,Tempore minus cum earum a nostrum quisquam.,Abierto,2024-02-17,2024-08-24,Constitucional,Pendiente,Conflicto de competencias
4805,857,31,Sunt nam animi atque quod.,Abierto,2021-12-26,2022-02-03,Internacional Privado,Pendiente,Divorcio internacional
4806,178,2,Eveniet nulla dicta mollitia.,En proceso,2022-01-21,2024-05-18,Penal,Pendiente,Narcotráfico
4807,113,21,Nemo dolorem vero alias perspiciatis autem fuga.,Cerrado,2020-11-12,2024-04-04,Constitucional,Acuerdo,Acción de amparo
4808,320,48,Laboriosam fugiat non deserunt.,Abierto,2023-09-16,2025-05-03,Seguridad Social,Pendiente,Subsidio por enfermedad
4809,801,6,Laborum debitis iste laudantium ad voluptas ipsa dicta.,Cerrado,2023-01-24,2025-02-22,Civil,Acuerdo,Arrendamientos
4810,50,41,Perferendis voluptas officia inventore.,Cerrado,2022-11-19,2023-08-01,Familia,Acuerdo,Adopción
4811,419,41,Impedit delectus ullam repudiandae earum.,Cerrado,2022-01-07,2024-07-23,Familia,Ganado,Custodia de menores
4812,996,11,Error necessitatibus sit.,Abierto,2022-05-11,2022-12-04,Laboral,Pendiente,Negociación colectiva
4813,147,21,Totam perferendis magnam cupiditate accusamus magni dicta.,Abierto,2022-04-08,2024-11-12,Constitucional,Pendiente,Violación de derechos fundamentales
4814,1050,54,Quisquam atque accusantium ab omnis voluptatem.,Cerrado,2023-10-10,2024-02-25,Informático,Perdido,Protección de datos personales
4815,171,28,Ut sequi saepe sapiente nulla possimus sunt.,Cerrado,2023-11-24,2024-05-22,Internacional Privado,Ganado,Adopción internacional
4816,45,16,Facere tenetur quas consequatur officia quia numquam accusantium.,Abierto,2020-11-23,2023-12-27,Administrativo,Pendiente,Sanción administrativa
4817,929,44,Incidunt consequuntur quaerat.,Cerrado,2023-04-28,2024-01-14,Notarial y Registral,Ganado,Registro de propiedad
4818,499,48,Perspiciatis voluptates nam officia.,En proceso,2021-10-12,2023-07-29,Seguridad Social,Pendiente,Reintegro de prestaciones
4819,294,6,Quasi nemo ducimus molestias.,Cerrado,2023-07-26,2023-10-12,Civil,Perdido,Reclamación por deuda
4820,779,38,Omnis quae distinctio asperiores aperiam eligendi rerum similique.,En proceso,2021-01-25,2021-12-22,Procesal,Pendiente,Nulidad procesal
4821,1097,11,Mollitia iste fugiat praesentium.,En proceso,2021-11-22,2024-03-28,Laboral,Pendiente,Reclamación de salarios
4822,414,8,Quae laudantium quae culpa.,En proceso,2022-11-02,2023-06-01,Civil,Pendiente,Propiedad y posesión
4823,147,27,Pariatur quae commodi blanditiis natus quas.,Cerrado,2020-08-22,2020-11-14,Internacional Público,Ganado,Refugiados y asilo
4824,194,11,Beatae provident odit rerum necessitatibus et tempore.,Abierto,2020-09-19,2021-02-06,Laboral,Pendiente,Reclamación de salarios
4825,795,41,Eos corporis praesentium neque quibusdam error nesciunt.,Cerrado,2022-08-29,2025-01-20,Familia,Ganado,Violencia intrafamiliar
4826,600,27,Nihil ipsa repudiandae.,Abierto,2023-04-03,2024-08-04,Internacional Público,Pendiente,Tratado internacional
4827,756,28,Recusandae assumenda veritatis beatae rerum repudiandae perspiciatis modi.,Abierto,2021-12-15,2022-04-22,Internacional Privado,Pendiente,Divorcio internacional
4828,573,28,Fugiat atque voluptate sint voluptatem quidem.,Cerrado,2021-08-11,2025-02-16,Internacional Privado,Perdido,Divorcio internacional
4829,1002,48,Nihil architecto nulla aspernatur minima.,Cerrado,2021-08-22,2024-08-10,Seguridad Social,Acuerdo,Incapacidad permanente
4830,962,21,Ad unde quasi ad ab sunt.,Cerrado,2020-12-09,2023-12-25,Constitucional,Perdido,Habeas corpus
4831,602,31,Non id iure nostrum.,En proceso,2023-11-26,2024-11-19,Internacional Privado,Pendiente,Herencia transnacional
4832,571,11,Velit non temporibus suscipit quidem amet veniam libero.,En proceso,2021-01-03,2025-03-04,Laboral,Pendiente,Reclamación de salarios
4833,247,45,Beatae consequuntur cumque.,Abierto,2023-08-12,2023-10-05,Notarial y Registral,Pendiente,Testamento
4834,645,27,Nihil impedit perspiciatis voluptas beatae necessitatibus.,Abierto,2022-02-27,2022-05-24,Internacional Público,Pendiente,Tratado internacional
4835,858,36,Quos error ipsa incidunt.,Cerrado,2020-11-01,2023-11-02,Procesal,Perdido,Medidas cautelares
4836,293,21,Molestias perferendis quam laborum iure est temporibus architecto.,En proceso,2021-11-26,2024-05-18,Constitucional,Pendiente,Acción de amparo
4837,259,54,At nemo suscipit asperiores veritatis perspiciatis voluptatum.,Cerrado,2020-07-20,2023-02-23,Informático,Perdido,Contrato de software
4838,474,28,Aspernatur esse optio est totam dicta.,En proceso,2022-07-25,2023-10-29,Internacional Privado,Pendiente,Contrato internacional
4839,903,44,Voluptates aliquam sit pariatur esse ab.,En proceso,2022-11-04,2023-02-17,Notarial y Registral,Pendiente,Constitución de sociedad
4840,552,18,Minima voluptas ducimus.,Abierto,2020-11-19,2024-04-03,Administrativo,Pendiente,Sanción administrativa
4841,617,11,Reiciendis adipisci nostrum nulla dolorum minima debitis repudiandae.,Cerrado,2023-03-03,2024-03-16,Laboral,Acuerdo,Reclamación de salarios
4842,302,2,Similique ullam alias ad ab quisquam.,Abierto,2022-10-29,2024-04-16,Penal,Pendiente,Lesiones personales
4843,13,29,Deleniti asperiores quisquam illo esse quos accusantium.,Cerrado,2024-02-10,2025-01-23,Internacional Privado,Perdido,Herencia transnacional
4844,281,45,Magnam ipsam et temporibus doloribus.,Cerrado,2024-04-27,2024-07-23,Notarial y Registral,Ganado,Registro de propiedad
4845,107,18,Necessitatibus ea sequi minus.,Cerrado,2023-07-21,2024-10-28,Administrativo,Ganado,Licencias y permisos
4846,192,14,Eveniet repellat exercitationem autem.,Cerrado,2023-03-04,2023-11-04,Mercantil,Perdido,Competencia desleal
4847,498,41,Aut temporibus quisquam voluptatum.,Abierto,2020-07-14,2023-01-05,Familia,Pendiente,Adopción
4848,115,41,Assumenda quos dolorem pariatur tempora.,En proceso,2024-04-07,2025-03-23,Familia,Pendiente,Violencia intrafamiliar
4849,649,45,Perferendis aliquam aliquam.,Abierto,2023-01-08,2024-03-10,Notarial y Registral,Pendiente,Actos de compraventa
4850,820,27,Nulla earum aspernatur consequatur ut eum.,En proceso,2020-12-14,2024-03-22,Internacional Público,Pendiente,Tratado internacional
4851,404,4,Doloribus occaecati amet corrupti eveniet officia voluptatem magnam.,Cerrado,2023-09-12,2025-03-28,Penal,Acuerdo,Homicidio
4852,1066,41,Aut in sed explicabo suscipit.,Cerrado,2023-02-14,2023-05-07,Familia,Ganado,Divorcio
4853,284,6,Voluptatibus doloribus atque pariatur odit sunt.,Abierto,2023-07-21,2024-02-06,Civil,Pendiente,Incumplimiento de contrato
4854,1061,54,Sapiente sit molestias aperiam.,Cerrado,2021-10-16,2023-03-17,Informático,Acuerdo,Ciberacoso
4855,519,11,Ab accusantium rerum deleniti nihil.,En proceso,2022-02-03,2025-01-18,Laboral,Pendiente,Acoso laboral
4856,867,14,Error nesciunt ex unde.,Cerrado,2021-07-23,2023-09-26,Mercantil,Acuerdo,Competencia desleal
4857,1044,27,Ullam repellendus nemo quae.,Abierto,2020-11-28,2021-06-06,Internacional Público,Pendiente,Conflictos fronterizos
4858,1022,32,Mollitia occaecati sequi laudantium nostrum temporibus.,En proceso,2022-02-02,2024-02-07,Ambiental,Pendiente,Protección de áreas naturales
4859,424,41,Ab praesentium neque consequatur necessitatibus.,Cerrado,2022-11-08,2024-05-28,Familia,Ganado,Manutención
4860,586,41,Reiciendis omnis molestias.,Cerrado,2022-02-15,2024-08-26,Familia,Acuerdo,Custodia de menores
4861,859,4,Cumque vero qui consequuntur est ex.,Cerrado,2023-06-20,2023-06-26,Penal,Acuerdo,Narcotráfico
4862,233,54,Quam vitae rerum ea voluptatibus velit quibusdam.,Abierto,2020-07-23,2021-03-30,Informático,Pendiente,Protección de datos personales
4863,757,18,Assumenda voluptatum fugit molestias vero reprehenderit id quidem.,Abierto,2022-12-22,2023-03-28,Administrativo,Pendiente,Responsabilidad patrimonial del Estado
4864,103,14,Similique ipsam quae fuga assumenda magnam.,En proceso,2022-02-16,2023-08-28,Mercantil,Pendiente,Incumplimiento comercial
4865,680,6,Tempore accusantium eveniet cumque impedit natus.,Cerrado,2022-04-11,2022-09-04,Civil,Perdido,Incumplimiento de contrato
4866,1087,29,Vel cupiditate facilis repellat fugiat.,En proceso,2020-09-28,2023-12-05,Internacional Privado,Pendiente,Reconocimiento de sentencias extranjeras
4867,100,44,Sequi provident consequuntur voluptas quisquam.,Abierto,2022-04-26,2023-02-07,Notarial y Registral,Pendiente,Registro de propiedad
4868,586,44,Unde in quo fugit alias saepe.,Cerrado,2023-07-14,2024-11-01,Notarial y Registral,Acuerdo,Escritura pública
4869,126,4,Fugiat similique sunt consectetur accusantium ad accusamus.,Cerrado,2021-07-18,2022-12-11,Penal,Ganado,Robo o hurto
4870,789,21,Excepturi asperiores perferendis.,En proceso,2023-03-27,2023-12-29,Constitucional,Pendiente,Inconstitucionalidad de norma
4871,677,6,Beatae temporibus at porro autem dolore repellendus.,Abierto,2022-08-05,2023-10-26,Civil,Pendiente,Arrendamientos
4872,563,41,Maxime illum magnam tempora praesentium illum quos.,En proceso,2020-12-21,2024-11-29,Familia,Pendiente,Violencia intrafamiliar
4873,636,14,Ad quibusdam accusantium nobis repellat exercitationem modi.,Cerrado,2021-07-09,2024-01-30,Mercantil,Perdido,Quiebra o insolvencia
4874,404,32,Cum necessitatibus vero molestiae voluptate ea modi deleniti.,Abierto,2020-09-21,2021-10-15,Ambiental,Pendiente,Licencia ambiental
4875,212,41,Animi eaque odio libero dicta numquam maiores.,Cerrado,2022-12-07,2023-01-29,Familia,Acuerdo,Manutención
4876,917,27,Natus alias rerum architecto earum.,Abierto,2020-06-04,2023-01-12,Internacional Público,Pendiente,Tratado internacional
4877,538,54,Mollitia pariatur ipsam perferendis impedit nesciunt.,Abierto,2021-04-21,2022-11-17,Informático,Pendiente,Delito informático
4878,317,36,Asperiores quod voluptatibus voluptatibus ducimus.,Cerrado,2020-09-25,2022-02-08,Procesal,Acuerdo,Recurso de apelación
4879,991,27,Illum fugit deleniti possimus.,En proceso,2022-01-02,2024-11-14,Internacional Público,Pendiente,Litigio entre Estados
4880,219,27,Enim blanditiis error ab.,Cerrado,2023-02-25,2024-01-05,Internacional Público,Acuerdo,Tratado internacional
4881,232,27,Labore illum quibusdam velit praesentium odit perferendis.,Abierto,2023-11-15,2023-12-03,Internacional Público,Pendiente,Refugiados y asilo
4882,790,38,Iusto nesciunt commodi ipsa accusantium molestias.,Cerrado,2021-06-24,2022-06-09,Procesal,Perdido,Medidas cautelares
4883,408,44,Nesciunt expedita placeat quo molestiae voluptates.,Abierto,2020-09-27,2023-04-09,Notarial y Registral,Pendiente,Legalización de documentos
4884,86,8,Cupiditate minus dicta beatae illum quam molestias consequatur.,En proceso,2024-05-07,2024-05-08,Civil,Pendiente,Reclamación por deuda
4885,682,54,Id natus facere earum.,En proceso,2024-05-16,2025-05-20,Informático,Pendiente,Protección de datos personales
4886,524,21,Vitae molestias quo ab hic.,Cerrado,2022-01-19,2022-11-26,Constitucional,Acuerdo,Habeas corpus
4887,865,8,Illum illo nesciunt odit ab mollitia alias.,Cerrado,2021-03-04,2024-05-21,Civil,Perdido,Sucesiones y herencias
4888,506,11,Nesciunt non dolorum necessitatibus molestiae ipsa.,Cerrado,2022-12-19,2024-05-25,Laboral,Ganado,Acoso laboral
4889,579,36,Iste autem quod corrupti minima.,Abierto,2022-03-05,2025-02-01,Procesal,Pendiente,Competencia jurisdiccional
4890,194,27,Voluptatum accusantium quo assumenda doloribus asperiores.,Cerrado,2022-08-07,2023-09-06,Internacional Público,Acuerdo,Tratado internacional
4891,137,21,Rem recusandae alias unde veniam.,En proceso,2021-10-08,2023-11-17,Constitucional,Pendiente,Inconstitucionalidad de norma
4892,872,32,Veniam minima quos.,Cerrado,2023-04-27,2024-11-02,Ambiental,Acuerdo,Sanción ambiental
4893,9,36,Nostrum ea omnis rem vero dolorem.,Abierto,2020-09-28,2024-02-15,Procesal,Pendiente,Recurso de apelación
4894,419,11,Autem tempora fuga officiis autem aut.,Abierto,2022-03-10,2025-02-09,Laboral,Pendiente,Reinstalación
4895,787,11,Repellendus voluptatem libero aliquam saepe totam perspiciatis.,Cerrado,2022-03-20,2024-02-23,Laboral,Acuerdo,Negociación colectiva
4896,523,48,Eveniet amet quibusdam tempora eius quod.,Cerrado,2020-05-31,2023-02-20,Seguridad Social,Ganado,Reintegro de prestaciones
4897,338,21,Quis incidunt tempore nulla at placeat.,Cerrado,2022-01-29,2023-08-10,Constitucional,Ganado,Habeas corpus
4898,874,21,Deleniti incidunt autem.,Abierto,2021-07-08,2021-07-22,Constitucional,Pendiente,Acción de tutela
4899,391,4,Repudiandae incidunt atque ipsa.,Abierto,2021-10-15,2022-06-20,Penal,Pendiente,Fraude
4900,257,38,Hic repellendus reiciendis quae.,En proceso,2022-12-26,2024-03-29,Procesal,Pendiente,Recurso de apelación
4901,459,41,Deleniti impedit incidunt fugiat mollitia laborum.,En proceso,2024-02-04,2024-12-14,Familia,Pendiente,Violencia intrafamiliar
4902,991,54,Occaecati totam rem dolor quaerat illum sequi.,Cerrado,2021-07-14,2024-05-30,Informático,Perdido,Suplantación digital
4903,248,44,Placeat culpa sint facere doloribus.,En proceso,2024-05-18,2025-02-27,Notarial y Registral,Pendiente,Testamento
4904,263,11,Aperiam debitis molestiae tempora culpa alias.,En proceso,2021-04-08,2025-03-14,Laboral,Pendiente,Accidente de trabajo
4905,1033,31,In quasi ratione aperiam iure similique.,Cerrado,2022-11-04,2023-10-26,Internacional Privado,Ganado,Conflicto de leyes
4906,18,48,Odit aliquam temporibus quos mollitia.,Cerrado,2021-07-31,2022-01-18,Seguridad Social,Ganado,Subsidio por enfermedad
4907,290,6,Rerum libero doloribus unde illum facilis neque.,En proceso,2021-01-05,2025-01-15,Civil,Pendiente,Reclamación por deuda
4908,605,11,Tempora pariatur eaque quas harum architecto magni voluptatum.,En proceso,2022-05-02,2025-05-11,Laboral,Pendiente,Reclamación de salarios
4909,107,28,Laudantium autem voluptates saepe officia quos quidem.,Cerrado,2020-10-17,2023-10-22,Internacional Privado,Acuerdo,Reconocimiento de sentencias extranjeras
4910,916,31,Delectus exercitationem eaque magnam.,Cerrado,2021-10-08,2022-02-15,Internacional Privado,Ganado,Adopción internacional
4911,247,54,Sapiente voluptates maxime asperiores temporibus.,En proceso,2021-06-12,2024-03-15,Informático,Pendiente,Hackeo o intrusión
4912,222,38,Consectetur quaerat voluptas numquam illum.,Cerrado,2021-05-11,2022-02-19,Procesal,Perdido,Revisión judicial
4913,717,38,Porro consequuntur explicabo consectetur deleniti tempore atque minus.,Cerrado,2021-07-22,2024-05-31,Procesal,Perdido,Competencia jurisdiccional
4914,84,27,Voluptatum corporis quis mollitia sed consequuntur quae.,En proceso,2023-11-19,2024-03-04,Internacional Público,Pendiente,Refugiados y asilo
4915,1074,45,Vitae provident tenetur quo earum ducimus similique.,Abierto,2022-12-18,2023-02-27,Notarial y Registral,Pendiente,Constitución de sociedad
4916,33,17,Aliquam dolore qui enim perferendis.,Abierto,2022-08-12,2025-02-08,Administrativo,Pendiente,Responsabilidad patrimonial del Estado
4917,312,45,Reprehenderit dolore perferendis dolorum eum explicabo distinctio.,Abierto,2022-08-01,2024-04-07,Notarial y Registral,Pendiente,Testamento
4918,747,11,Sit amet commodi pariatur officia.,Abierto,2020-06-30,2020-12-11,Laboral,Pendiente,Reinstalación
4919,374,36,Aspernatur itaque nesciunt vitae.,Abierto,2021-07-09,2024-01-26,Procesal,Pendiente,Recurso de apelación
4920,530,36,Inventore commodi placeat reprehenderit dolore deserunt.,Abierto,2022-09-12,2024-09-11,Procesal,Pendiente,Medidas cautelares
4921,940,44,Esse ex fugit aliquid porro.,Abierto,2020-09-06,2023-09-21,Notarial y Registral,Pendiente,Testamento
4922,980,45,Asperiores modi beatae cum suscipit.,En proceso,2021-07-03,2024-10-07,Notarial y Registral,Pendiente,Constitución de sociedad
4923,234,27,Aperiam tempore ipsum deleniti exercitationem ipsum officia.,Cerrado,2023-10-24,2024-12-24,Internacional Público,Perdido,Conflictos fronterizos
4924,170,36,Molestiae minima dolore eius quisquam ipsum magni.,Cerrado,2022-09-09,2024-11-20,Procesal,Ganado,Revisión judicial
4925,90,44,Nobis repudiandae blanditiis laboriosam.,Abierto,2022-06-16,2024-12-04,Notarial y Registral,Pendiente,Legalización de documentos
4926,859,44,Dolor minus maxime earum expedita voluptatem.,Abierto,2023-04-13,2024-12-20,Notarial y Registral,Pendiente,Escritura pública
4927,276,32,Minus sunt aperiam.,Cerrado,2024-02-29,2025-01-11,Ambiental,Perdido,Licencia ambiental
4928,536,36,Veniam enim amet natus corrupti.,Cerrado,2020-11-24,2023-05-07,Procesal,Perdido,Medidas cautelares
4929,417,31,Omnis sit aperiam repellendus.,Abierto,2022-03-21,2024-10-24,Internacional Privado,Pendiente,Contrato internacional
4930,1025,18,Ab hic molestias natus ex iste facilis.,En proceso,2022-05-07,2023-06-23,Administrativo,Pendiente,Licencias y permisos
4931,183,21,Natus similique explicabo dolorem aperiam rerum quae eaque.,En proceso,2023-06-13,2025-04-17,Constitucional,Pendiente,Acción de tutela
4932,826,8,Deleniti doloribus vel praesentium laudantium.,Cerrado,2023-06-11,2024-09-08,Civil,Acuerdo,Incumplimiento de contrato
4933,788,54,Quas illo odio veniam atque.,Abierto,2024-05-23,2024-06-28,Informático,Pendiente,Contrato de software
4934,794,32,Sint beatae voluptas.,Cerrado,2024-04-15,2024-11-11,Ambiental,Acuerdo,Evaluación de impacto ambiental
4935,47,48,Ab corporis minima distinctio autem provident vitae natus.,Abierto,2023-06-08,2024-12-27,Seguridad Social,Pendiente,Reclamación de pensión
4936,285,31,Ut minima nostrum.,En proceso,2021-03-06,2021-05-13,Internacional Privado,Pendiente,Herencia transnacional
4937,300,27,Earum odio officiis repellendus.,En proceso,2022-08-25,2022-10-17,Internacional Público,Pendiente,Derechos humanos
4938,683,17,Eveniet provident dolorem ullam itaque consequuntur veritatis.,Cerrado,2021-05-29,2022-08-06,Administrativo,Acuerdo,Licencias y permisos
4939,264,45,Esse eius accusamus minus.,Cerrado,2024-02-02,2024-03-15,Notarial y Registral,Ganado,Escritura pública
4940,290,48,Modi fugiat voluptates minima velit ut blanditiis est.,Abierto,2022-06-17,2023-01-05,Seguridad Social,Pendiente,Afiliación al sistema
4941,177,27,Neque eum deleniti doloribus magnam amet sunt magni.,Cerrado,2023-06-20,2024-01-09,Internacional Público,Acuerdo,Conflictos fronterizos
4942,655,27,Dolorem voluptates animi.,Abierto,2020-08-03,2022-05-24,Internacional Público,Pendiente,Refugiados y asilo
4943,574,4,At recusandae totam cumque deserunt consectetur eum.,Abierto,2021-08-22,2023-10-26,Penal,Pendiente,Delitos informáticos
4944,235,11,Dolores amet dolores.,Cerrado,2022-04-13,2025-03-22,Laboral,Acuerdo,Acoso laboral
4945,406,44,Dicta est similique sequi doloribus cupiditate.,Abierto,2024-02-08,2024-02-21,Notarial y Registral,Pendiente,Testamento
4946,782,27,Ipsa nihil debitis ex vel quibusdam.,En proceso,2021-12-12,2022-04-27,Internacional Público,Pendiente,Conflictos fronterizos
4947,27,48,Doloremque totam eum reprehenderit molestiae cupiditate alias error.,Abierto,2020-11-22,2022-09-12,Seguridad Social,Pendiente,Reclamación de pensión
4948,108,2,Eaque architecto ipsa.,En proceso,2020-06-22,2022-12-29,Penal,Pendiente,Delitos informáticos
4949,136,36,In nulla laudantium suscipit.,En proceso,2022-11-17,2025-02-24,Procesal,Pendiente,Competencia jurisdiccional
4950,8,32,Quia illum voluptatem voluptas dolor provident sint facere.,Cerrado,2022-01-24,2025-05-22,Ambiental,Acuerdo,Contaminación
4951,688,11,Dicta vel sequi quas reprehenderit vitae.,En proceso,2023-02-09,2025-03-05,Laboral,Pendiente,Reclamación de salarios
4952,369,8,Facere nobis asperiores esse optio.,En proceso,2021-08-16,2023-04-17,Civil,Pendiente,Sucesiones y herencias
4953,102,2,Dolore in voluptate occaecati itaque ipsum dolor.,Cerrado,2020-07-21,2022-02-06,Penal,Acuerdo,Homicidio
4954,855,41,Saepe iste reiciendis perferendis ad similique tenetur.,Cerrado,2023-11-03,2025-04-26,Familia,Ganado,Custodia de menores
4955,807,48,Odio incidunt velit voluptatem tempora.,Abierto,2022-10-21,2023-10-10,Seguridad Social,Pendiente,Afiliación al sistema
4956,1049,41,Maiores quaerat numquam quae quia.,Abierto,2021-10-23,2025-04-11,Familia,Pendiente,Custodia de menores
4957,1065,11,Nostrum et nostrum ut deserunt quas eaque.,Abierto,2023-07-28,2024-03-19,Laboral,Pendiente,Reclamación de salarios
4958,940,54,Dignissimos quisquam quibusdam explicabo aliquam sed.,En proceso,2023-08-10,2024-11-06,Informático,Pendiente,Ciberacoso
4959,8,48,Tempore recusandae earum necessitatibus vero corrupti quidem.,Cerrado,2022-08-10,2025-03-22,Seguridad Social,Acuerdo,Subsidio por enfermedad
4960,75,6,Dicta fugit quibusdam ullam.,Cerrado,2024-03-21,2025-01-13,Civil,Acuerdo,Arrendamientos
4961,18,14,Maiores a quod placeat quo.,En proceso,2022-12-31,2023-09-28,Mercantil,Pendiente,Conflictos societarios
4962,918,28,Cum a ex eius temporibus quaerat.,En proceso,2021-05-05,2021-07-14,Internacional Privado,Pendiente,Adopción internacional
4963,194,16,Ut saepe non fugit harum eos deleniti.,En proceso,2023-10-07,2023-12-27,Administrativo,Pendiente,Responsabilidad patrimonial del Estado
4964,287,8,Pariatur ipsa est natus quidem voluptas unde.,En proceso,2023-06-24,2025-03-24,Civil,Pendiente,Propiedad y posesión
4965,972,36,Excepturi est quasi illum deserunt nam quae.,Cerrado,2021-12-08,2022-07-02,Procesal,Acuerdo,Ejecución de sentencia
4966,213,41,Tenetur rem ipsa provident officia voluptate aperiam.,Cerrado,2023-01-16,2025-03-18,Familia,Perdido,Adopción
4967,202,31,Reprehenderit beatae aliquam commodi nesciunt molestiae dolorum.,En proceso,2022-04-05,2023-08-19,Internacional Privado,Pendiente,Herencia transnacional
4968,257,29,Pariatur excepturi quos ea.,En proceso,2024-05-17,2025-03-25,Internacional Privado,Pendiente,Adopción internacional
4969,838,32,Dolores nam cum earum.,Abierto,2021-07-24,2021-12-01,Ambiental,Pendiente,Sanción ambiental
4970,51,32,Optio rerum facere fugit quas aspernatur tempora.,Abierto,2022-05-26,2024-07-27,Ambiental,Pendiente,Protección de áreas naturales
4971,331,41,Laborum totam rem cumque dolor mollitia.,Cerrado,2023-08-11,2023-12-04,Familia,Perdido,Custodia de menores
4972,377,36,Ducimus inventore voluptatibus illum assumenda.,Cerrado,2023-06-08,2024-11-21,Procesal,Perdido,Competencia jurisdiccional
4973,1055,31,Quia recusandae necessitatibus atque.,Abierto,2020-07-19,2023-11-01,Internacional Privado,Pendiente,Adopción internacional
4974,917,44,Provident ab non provident dolor possimus iste.,En proceso,2024-01-03,2024-04-10,Notarial y Registral,Pendiente,Legalización de documentos
4975,666,8,Voluptatibus molestias perferendis consequatur.,Abierto,2022-08-24,2025-01-26,Civil,Pendiente,Daños y perjuicios
4976,950,32,Veniam sunt recusandae.,Cerrado,2022-09-09,2024-12-20,Ambiental,Acuerdo,Licencia ambiental
4977,1097,14,Quaerat odit pariatur odit aspernatur.,Abierto,2022-04-09,2024-05-20,Mercantil,Pendiente,Contratos mercantiles
4978,977,21,Tempora suscipit architecto molestias maiores sunt.,Cerrado,2024-05-03,2024-09-19,Constitucional,Perdido,Acción de tutela
4979,1016,27,Unde ab quidem unde modi incidunt.,Cerrado,2022-04-23,2024-05-09,Internacional Público,Perdido,Litigio entre Estados
4980,757,32,Totam vero atque doloribus ducimus.,En proceso,2021-08-07,2023-07-17,Ambiental,Pendiente,Licencia ambiental
4981,61,4,Sunt incidunt nesciunt iusto quod.,Abierto,2023-08-20,2024-11-03,Penal,Pendiente,Narcotráfico
4982,903,16,Et ullam sint.,Abierto,2023-06-30,2024-08-14,Administrativo,Pendiente,Multas municipales
4983,386,21,Voluptatum molestias ullam impedit deserunt vitae.,En proceso,2023-02-01,2023-06-13,Constitucional,Pendiente,Acción de amparo
4984,722,54,Voluptatum molestias hic.,Cerrado,2024-04-24,2024-09-11,Informático,Perdido,Delito informático
4985,165,32,Deleniti alias debitis earum similique.,En proceso,2024-05-09,2024-08-17,Ambiental,Pendiente,Contaminación
4986,1077,54,Quaerat voluptatem voluptatum enim ipsam laboriosam dolor aliquid.,Cerrado,2022-06-11,2022-08-07,Informático,Ganado,Delito informático
4987,90,54,Ipsam velit ducimus cum voluptatem facere voluptates.,Abierto,2024-05-24,2024-11-09,Informático,Pendiente,Contrato de software
4988,537,36,Iure nisi corrupti sapiente ex officiis dolorem molestias.,Cerrado,2022-10-11,2024-02-20,Procesal,Acuerdo,Revisión judicial
4989,1071,41,Quas ratione fugit asperiores.,Cerrado,2020-07-13,2024-10-24,Familia,Acuerdo,Adopción
4990,102,21,Ducimus quam corrupti itaque.,En proceso,2022-04-01,2024-06-12,Constitucional,Pendiente,Acción de tutela
4991,290,41,Sint quibusdam ratione assumenda.,En proceso,2021-03-05,2023-01-02,Familia,Pendiente,Custodia de menores
4992,209,2,Non ab vero molestias eum consequatur.,En proceso,2023-09-08,2024-06-25,Penal,Pendiente,Homicidio
4993,131,21,Possimus ea illum accusantium.,En proceso,2022-06-03,2022-09-30,Constitucional,Pendiente,Habeas corpus
