ID Caso,Horas Trabajadas,Gastos Administrativos,Otros Recursos,Monto Otros Recursos,Descripción
5090,40,414.61,Gastos de investigación,347.69,Gastos de investigación: $347.69
5091,34,197.98,Gastos de mensajería,110.34,Gastos de mensajería: $110.34
5092,97,468.77,"Gastos de digitalización, Traducción de documentos",598.16,"Gastos de digitalización: $359.84, Traducción de documentos: $238.32"
5093,80,181.14,"Gastos de mensajería, Peritaje, Copias certificadas, Desplazamientos, Gastos de investigación",1504.97,"Gastos de mensajería: $447.69, Peritaje: $483.54, Copias certificadas: $167.53, Desplazamientos: $112.76, Gastos de investigación: $293.45"
5094,76,302.64,"Notificaciones, Desplazamientos",179.27,"Notificaciones: $121.09, Desplazamientos: $58.18"
5095,48,698.22,"Tasas judiciales, Notificaciones, Gastos de archivo",398.51,"Tasas judiciales: $103.93, Notificaciones: $199.33, Gastos de archivo: $95.25"
5096,72,458.32,"Gastos de mediación, Notificaciones, Copias certificadas, Gastos de correspondencia",597.33,"Gastos de mediación: $62.52, Notificaciones: $86.2, Copias certificadas: $335.0, Gastos de correspondencia: $113.61"
5097,66,168.34,"Gastos de mensajería, Notificaciones",683.3199999999999,"Gastos de mensajería: $494.39, Notificaciones: $188.93"
5098,92,535.55,Gastos de conciliación,262.22,Gastos de conciliación: $262.22
5099,77,656.33,"Gastos de mensajería, Gastos de archivo, Gastos de mediación, Gastos de digitalización, Gastos de correspondencia",1938.6,"Gastos de mensajería: $436.39, Gastos de archivo: $333.26, Gastos de mediación: $408.55, Gastos de digitalización: $389.43, Gastos de correspondencia: $370.97"
5100,27,618.51,"Gastos de correspondencia, Gastos de conciliación",907.36,"Gastos de correspondencia: $498.74, Gastos de conciliación: $408.62"
5101,95,814.94,"Tasas judiciales, Gastos de mensajería, Peritaje, Consultoría externa",1124.5,"Tasas judiciales: $344.57, Gastos de mensajería: $215.5, Peritaje: $496.99, Consultoría externa: $67.44"
5102,27,205.76,"Peritaje, Copias certificadas, Gastos de mensajería, Gastos de archivo",1120.34,"Peritaje: $452.4, Copias certificadas: $136.31, Gastos de mensajería: $386.19, Gastos de archivo: $145.44"
5103,66,422.38,"Tasas judiciales, Desplazamientos, Gastos de correspondencia, Gastos de archivo, Gastos de mediación",1487.97,"Tasas judiciales: $159.33, Desplazamientos: $238.51, Gastos de correspondencia: $298.52, Gastos de archivo: $324.64, Gastos de mediación: $466.97"
5104,72,194.42,"Desplazamientos, Gastos de mediación, Copias certificadas",1003.28,"Desplazamientos: $471.4, Gastos de mediación: $271.4, Copias certificadas: $260.48"
5105,59,939.98,"Gastos de investigación, Gastos de conciliación",504.1,"Gastos de investigación: $148.05, Gastos de conciliación: $356.05"
5106,9,499.38,"Peritaje, Notificaciones, Gastos de archivo, Traducción de documentos, Gastos de mensajería",1120.8,"Peritaje: $140.44, Notificaciones: $308.88, Gastos de archivo: $481.67, Traducción de documentos: $115.5, Gastos de mensajería: $74.31"
5107,13,253.83,"Honorarios de testigos, Gastos de archivo, Tasas judiciales",522.37,"Honorarios de testigos: $124.67, Gastos de archivo: $206.21, Tasas judiciales: $191.49"
5108,82,511.68,"Gastos de investigación, Consultoría externa, Peritaje, Tasas judiciales",853.15,"Gastos de investigación: $217.42, Consultoría externa: $66.0, Peritaje: $74.2, Tasas judiciales: $495.53"
5109,31,556.26,"Gastos de mediación, Consultoría externa, Peritaje, Desplazamientos, Gastos de archivo",1522.72,"Gastos de mediación: $409.33, Consultoría externa: $467.78, Peritaje: $398.52, Desplazamientos: $139.21, Gastos de archivo: $107.88"
5110,83,195.39,"Gastos de investigación, Traducción de documentos, Gastos de correspondencia, Tasas judiciales, Notificaciones",1351.1399999999999,"Gastos de investigación: $138.74, Traducción de documentos: $494.07, Gastos de correspondencia: $202.16, Tasas judiciales: $131.89, Notificaciones: $384.28"
5111,17,803.54,"Gastos de conciliación, Gastos de archivo, Notificaciones, Consultoría externa, Tasas judiciales",1070.74,"Gastos de conciliación: $94.12, Gastos de archivo: $367.14, Notificaciones: $60.58, Consultoría externa: $144.57, Tasas judiciales: $404.33"
5112,7,156.87,"Copias certificadas, Traducción de documentos, Gastos de correspondencia",947.1700000000001,"Copias certificadas: $181.3, Traducción de documentos: $403.13, Gastos de correspondencia: $362.74"
5113,70,389.49,"Gastos de conciliación, Copias certificadas, Notificaciones, Consultoría externa, Gastos de archivo",1460.26,"Gastos de conciliación: $489.33, Copias certificadas: $249.0, Notificaciones: $403.59, Consultoría externa: $101.69, Gastos de archivo: $216.65"
5114,74,581.15,Traducción de documentos,84.01,Traducción de documentos: $84.01
5115,16,612.68,Gastos de mediación,399.09,Gastos de mediación: $399.09
5116,88,975.18,"Traducción de documentos, Gastos de mediación, Gastos de correspondencia, Notificaciones, Consultoría externa",1190.04,"Traducción de documentos: $100.12, Gastos de mediación: $483.92, Gastos de correspondencia: $94.34, Notificaciones: $156.94, Consultoría externa: $354.72"
5117,16,954.97,"Peritaje, Gastos de investigación, Gastos de conciliación",805.7,"Peritaje: $464.04, Gastos de investigación: $138.58, Gastos de conciliación: $203.08"
5118,12,987.95,"Peritaje, Honorarios de testigos, Gastos de digitalización, Copias certificadas",682.05,"Peritaje: $57.55, Honorarios de testigos: $242.8, Gastos de digitalización: $110.46, Copias certificadas: $271.24"
5119,79,231.15,"Gastos de correspondencia, Copias certificadas, Peritaje, Traducción de documentos, Tasas judiciales",1208.8899999999999,"Gastos de correspondencia: $272.52, Copias certificadas: $129.46, Peritaje: $74.0, Traducción de documentos: $352.84, Tasas judiciales: $380.07"
5120,66,844.58,"Honorarios de testigos, Copias certificadas, Tasas judiciales",940.15,"Honorarios de testigos: $319.91, Copias certificadas: $389.59, Tasas judiciales: $230.65"
5121,55,229.98,Gastos de mediación,231.22,Gastos de mediación: $231.22
5122,7,407.38,"Gastos de archivo, Gastos de investigación, Honorarios de testigos, Consultoría externa",974.1700000000001,"Gastos de archivo: $291.36, Gastos de investigación: $377.74, Honorarios de testigos: $148.34, Consultoría externa: $156.73"
5123,32,352.15,"Peritaje, Gastos de correspondencia, Notificaciones, Consultoría externa",1224.54,"Peritaje: $440.58, Gastos de correspondencia: $197.46, Notificaciones: $143.87, Consultoría externa: $442.63"
5124,15,850.6,"Consultoría externa, Gastos de investigación, Gastos de archivo, Tasas judiciales",725.24,"Consultoría externa: $137.05, Gastos de investigación: $83.47, Gastos de archivo: $260.66, Tasas judiciales: $244.06"
5125,24,208.15,Peritaje,468.43,Peritaje: $468.43
5126,42,249.07,"Gastos de digitalización, Gastos de archivo, Tasas judiciales",370.26,"Gastos de digitalización: $209.74, Gastos de archivo: $96.76, Tasas judiciales: $63.76"
5127,33,250.5,"Traducción de documentos, Desplazamientos, Copias certificadas, Gastos de mensajería, Consultoría externa",732.16,"Traducción de documentos: $101.47, Desplazamientos: $59.45, Copias certificadas: $202.58, Gastos de mensajería: $110.53, Consultoría externa: $258.13"
5128,47,801.37,"Gastos de conciliación, Tasas judiciales, Gastos de correspondencia, Notificaciones",1243.77,"Gastos de conciliación: $245.08, Tasas judiciales: $435.38, Gastos de correspondencia: $193.21, Notificaciones: $370.1"
5129,19,883.3,"Copias certificadas, Honorarios de testigos, Consultoría externa, Gastos de digitalización",1119.96,"Copias certificadas: $409.61, Honorarios de testigos: $345.66, Consultoría externa: $180.54, Gastos de digitalización: $184.15"
5130,5,803.72,"Honorarios de testigos, Tasas judiciales, Desplazamientos, Notificaciones, Gastos de investigación",1280.17,"Honorarios de testigos: $440.97, Tasas judiciales: $223.2, Desplazamientos: $156.7, Notificaciones: $87.09, Gastos de investigación: $372.21"
5131,48,923.72,"Gastos de mensajería, Consultoría externa",815.3,"Gastos de mensajería: $437.98, Consultoría externa: $377.32"
5132,45,722.33,"Honorarios de testigos, Desplazamientos",532.12,"Honorarios de testigos: $281.36, Desplazamientos: $250.76"
5133,72,553.2,"Gastos de mediación, Gastos de digitalización, Copias certificadas, Honorarios de testigos",1721.31,"Gastos de mediación: $434.06, Gastos de digitalización: $475.87, Copias certificadas: $403.04, Honorarios de testigos: $408.34"
5134,75,994.41,"Gastos de mensajería, Traducción de documentos, Copias certificadas",1127.72,"Gastos de mensajería: $260.54, Traducción de documentos: $436.69, Copias certificadas: $430.49"
5135,17,308.74,Desplazamientos,467.41,Desplazamientos: $467.41
5136,84,248.13,"Gastos de correspondencia, Peritaje, Gastos de digitalización, Desplazamientos, Consultoría externa",1151.43,"Gastos de correspondencia: $169.26, Peritaje: $392.23, Gastos de digitalización: $84.31, Desplazamientos: $440.26, Consultoría externa: $65.37"
5137,100,585.48,"Notificaciones, Gastos de digitalización",209.37,"Notificaciones: $97.84, Gastos de digitalización: $111.53"
5138,44,613.84,"Gastos de conciliación, Notificaciones, Copias certificadas, Consultoría externa",1064.34,"Gastos de conciliación: $257.38, Notificaciones: $190.15, Copias certificadas: $438.49, Consultoría externa: $178.32"
5139,34,436.21,"Gastos de archivo, Consultoría externa, Peritaje, Gastos de mediación",477.20000000000005,"Gastos de archivo: $107.81, Consultoría externa: $201.21, Peritaje: $70.78, Gastos de mediación: $97.4"
5140,64,120.46,"Gastos de conciliación, Traducción de documentos, Copias certificadas, Tasas judiciales, Gastos de mensajería",1213.07,"Gastos de conciliación: $131.74, Traducción de documentos: $421.39, Copias certificadas: $186.98, Tasas judiciales: $85.35, Gastos de mensajería: $387.61"
5141,21,818.75,Gastos de conciliación,169.64,Gastos de conciliación: $169.64
5142,73,847.0,"Desplazamientos, Traducción de documentos",452.59,"Desplazamientos: $99.69, Traducción de documentos: $352.9"
5143,67,111.79,"Gastos de investigación, Gastos de mediación, Gastos de conciliación, Traducción de documentos",1085.82,"Gastos de investigación: $366.3, Gastos de mediación: $178.73, Gastos de conciliación: $400.97, Traducción de documentos: $139.82"
5144,34,823.38,"Gastos de correspondencia, Consultoría externa, Traducción de documentos, Gastos de archivo",1223.27,"Gastos de correspondencia: $187.65, Consultoría externa: $354.9, Traducción de documentos: $463.86, Gastos de archivo: $216.86"
5145,94,520.3,"Copias certificadas, Honorarios de testigos",497.25,"Copias certificadas: $216.57, Honorarios de testigos: $280.68"
5146,45,567.55,"Peritaje, Honorarios de testigos, Gastos de digitalización",765.1,"Peritaje: $494.32, Honorarios de testigos: $176.15, Gastos de digitalización: $94.63"
5147,16,938.93,"Gastos de mensajería, Peritaje, Gastos de conciliación",855.8,"Gastos de mensajería: $424.31, Peritaje: $303.84, Gastos de conciliación: $127.65"
5148,42,365.12,"Gastos de archivo, Tasas judiciales",495.61,"Gastos de archivo: $121.81, Tasas judiciales: $373.8"
5149,40,567.41,"Gastos de mediación, Gastos de archivo, Gastos de digitalización",469.83000000000004,"Gastos de mediación: $192.53, Gastos de archivo: $134.12, Gastos de digitalización: $143.18"
5150,47,806.97,Notificaciones,162.34,Notificaciones: $162.34
5151,88,171.39,"Notificaciones, Gastos de archivo, Desplazamientos, Gastos de investigación",897.52,"Notificaciones: $255.64, Gastos de archivo: $292.37, Desplazamientos: $121.06, Gastos de investigación: $228.45"
5152,70,214.99,Gastos de mensajería,68.64,Gastos de mensajería: $68.64
5153,44,844.17,"Gastos de conciliación, Gastos de mensajería",563.13,"Gastos de conciliación: $101.81, Gastos de mensajería: $461.32"
5154,7,145.89,Gastos de conciliación,348.36,Gastos de conciliación: $348.36
5155,13,584.57,"Notificaciones, Desplazamientos",637.53,"Notificaciones: $476.35, Desplazamientos: $161.18"
5156,43,716.24,"Desplazamientos, Gastos de correspondencia, Gastos de digitalización, Consultoría externa, Gastos de conciliación",1647.81,"Desplazamientos: $267.17, Gastos de correspondencia: $484.89, Gastos de digitalización: $174.12, Consultoría externa: $280.46, Gastos de conciliación: $441.17"
5157,16,273.36,Gastos de archivo,56.47,Gastos de archivo: $56.47
5158,89,614.03,Gastos de correspondencia,192.52,Gastos de correspondencia: $192.52
5159,35,442.68,"Gastos de mediación, Gastos de correspondencia, Gastos de mensajería",901.73,"Gastos de mediación: $165.77, Gastos de correspondencia: $388.09, Gastos de mensajería: $347.87"
5160,43,469.23,Gastos de mediación,84.23,Gastos de mediación: $84.23
5161,83,664.04,"Copias certificadas, Gastos de investigación, Peritaje",837.39,"Copias certificadas: $153.19, Gastos de investigación: $234.42, Peritaje: $449.78"
5162,17,911.2,"Tasas judiciales, Traducción de documentos, Peritaje, Gastos de mensajería, Gastos de conciliación",1569.5,"Tasas judiciales: $354.42, Traducción de documentos: $187.5, Peritaje: $468.45, Gastos de mensajería: $167.74, Gastos de conciliación: $391.39"
5163,73,989.97,"Notificaciones, Gastos de correspondencia, Consultoría externa, Gastos de mensajería, Peritaje",2063.13,"Notificaciones: $498.56, Gastos de correspondencia: $477.53, Consultoría externa: $377.67, Gastos de mensajería: $382.12, Peritaje: $327.25"
5164,94,969.58,"Gastos de investigación, Tasas judiciales, Gastos de correspondencia",626.1700000000001,"Gastos de investigación: $148.7, Tasas judiciales: $277.91, Gastos de correspondencia: $199.56"
5165,60,965.31,"Gastos de archivo, Gastos de mediación, Notificaciones, Tasas judiciales, Honorarios de testigos",1261.94,"Gastos de archivo: $67.19, Gastos de mediación: $50.75, Notificaciones: $346.32, Tasas judiciales: $304.57, Honorarios de testigos: $493.11"
5166,29,356.7,"Gastos de investigación, Peritaje, Gastos de correspondencia, Gastos de digitalización, Honorarios de testigos",1952.21,"Gastos de investigación: $463.71, Peritaje: $368.29, Gastos de correspondencia: $484.16, Gastos de digitalización: $267.6, Honorarios de testigos: $368.45"
5167,85,501.05,Gastos de conciliación,476.06,Gastos de conciliación: $476.06
5168,73,310.88,Copias certificadas,354.43,Copias certificadas: $354.43
5169,35,761.44,"Tasas judiciales, Honorarios de testigos",749.3499999999999,"Tasas judiciales: $399.96, Honorarios de testigos: $349.39"
5170,32,513.45,Gastos de digitalización,111.18,Gastos de digitalización: $111.18
5171,95,329.25,"Gastos de mensajería, Gastos de archivo, Honorarios de testigos",605.67,"Gastos de mensajería: $444.76, Gastos de archivo: $81.49, Honorarios de testigos: $79.42"
5172,81,188.61,Gastos de correspondencia,224.75,Gastos de correspondencia: $224.75
5173,47,125.47,Peritaje,236.44,Peritaje: $236.44
5174,80,194.48,"Tasas judiciales, Peritaje, Notificaciones, Honorarios de testigos",1393.15,"Tasas judiciales: $368.24, Peritaje: $329.9, Notificaciones: $431.33, Honorarios de testigos: $263.68"
5175,25,154.34,"Consultoría externa, Gastos de investigación, Honorarios de testigos, Gastos de mediación",1548.76,"Consultoría externa: $478.48, Gastos de investigación: $339.51, Honorarios de testigos: $290.46, Gastos de mediación: $440.31"
5176,21,166.29,"Traducción de documentos, Desplazamientos, Gastos de investigación",1180.45,"Traducción de documentos: $360.51, Desplazamientos: $410.98, Gastos de investigación: $408.96"
5177,50,948.18,"Desplazamientos, Tasas judiciales, Gastos de correspondencia",984.3599999999999,"Desplazamientos: $366.83, Tasas judiciales: $292.9, Gastos de correspondencia: $324.63"
5178,99,699.27,Gastos de correspondencia,86.47,Gastos de correspondencia: $86.47
5179,81,359.69,Gastos de correspondencia,211.01,Gastos de correspondencia: $211.01
5180,45,809.42,"Notificaciones, Desplazamientos, Gastos de archivo",1105.92,"Notificaciones: $395.83, Desplazamientos: $235.2, Gastos de archivo: $474.89"
5181,62,207.23,"Gastos de archivo, Gastos de conciliación, Gastos de correspondencia, Peritaje",874.4300000000001,"Gastos de archivo: $72.89, Gastos de conciliación: $260.31, Gastos de correspondencia: $128.63, Peritaje: $412.6"
5182,6,343.78,"Tasas judiciales, Gastos de archivo",778.5899999999999,"Tasas judiciales: $439.45, Gastos de archivo: $339.14"
5183,77,432.66,"Peritaje, Copias certificadas, Consultoría externa, Gastos de digitalización",415.48,"Peritaje: $187.24, Copias certificadas: $51.26, Consultoría externa: $81.6, Gastos de digitalización: $95.38"
5184,86,926.43,"Peritaje, Traducción de documentos, Consultoría externa, Copias certificadas",864.9,"Peritaje: $55.52, Traducción de documentos: $359.28, Consultoría externa: $262.53, Copias certificadas: $187.57"
5185,37,277.11,"Peritaje, Gastos de investigación, Gastos de mediación, Gastos de archivo",556.47,"Peritaje: $180.35, Gastos de investigación: $153.98, Gastos de mediación: $118.45, Gastos de archivo: $103.69"
5186,21,505.84,"Gastos de investigación, Honorarios de testigos",333.07,"Gastos de investigación: $172.1, Honorarios de testigos: $160.97"
5187,30,816.78,"Gastos de correspondencia, Gastos de mensajería, Tasas judiciales",465.28999999999996,"Gastos de correspondencia: $122.15, Gastos de mensajería: $260.09, Tasas judiciales: $83.05"
5188,88,176.69,"Gastos de investigación, Gastos de digitalización, Gastos de conciliación",737.23,"Gastos de investigación: $366.31, Gastos de digitalización: $154.48, Gastos de conciliación: $216.44"
5189,41,181.14,"Peritaje, Gastos de investigación, Desplazamientos, Gastos de conciliación",860.19,"Peritaje: $77.87, Gastos de investigación: $366.91, Desplazamientos: $245.57, Gastos de conciliación: $169.84"
5190,42,717.49,"Gastos de investigación, Gastos de digitalización, Consultoría externa, Copias certificadas",885.43,"Gastos de investigación: $168.11, Gastos de digitalización: $197.14, Consultoría externa: $316.76, Copias certificadas: $203.42"
5191,81,558.51,Peritaje,191.16,Peritaje: $191.16
5192,87,853.16,"Tasas judiciales, Gastos de investigación, Copias certificadas, Desplazamientos, Peritaje",1737.6100000000001,"Tasas judiciales: $245.36, Gastos de investigación: $468.43, Copias certificadas: $486.67, Desplazamientos: $455.45, Peritaje: $81.7"
5193,85,402.95,"Gastos de digitalización, Gastos de mediación",159.14,"Gastos de digitalización: $90.73, Gastos de mediación: $68.41"
5194,75,580.16,"Gastos de correspondencia, Gastos de mediación",536.19,"Gastos de correspondencia: $381.17, Gastos de mediación: $155.02"
5195,94,182.41,"Copias certificadas, Gastos de mensajería, Honorarios de testigos, Traducción de documentos, Gastos de mediación",1683.7,"Copias certificadas: $242.05, Gastos de mensajería: $363.69, Honorarios de testigos: $363.32, Traducción de documentos: $491.87, Gastos de mediación: $222.77"
5196,32,441.04,"Notificaciones, Desplazamientos",516.01,"Notificaciones: $119.14, Desplazamientos: $396.87"
5197,75,129.9,"Gastos de mediación, Gastos de archivo, Gastos de digitalización",412.93,"Gastos de mediación: $223.96, Gastos de archivo: $71.34, Gastos de digitalización: $117.63"
5198,74,181.98,"Notificaciones, Honorarios de testigos, Gastos de correspondencia, Desplazamientos, Gastos de investigación",1648.75,"Notificaciones: $260.04, Honorarios de testigos: $320.62, Gastos de correspondencia: $381.73, Desplazamientos: $410.89, Gastos de investigación: $275.47"
5199,78,895.51,"Gastos de correspondencia, Peritaje, Gastos de archivo",928.25,"Gastos de correspondencia: $184.37, Peritaje: $281.59, Gastos de archivo: $462.29"
5200,22,328.75,"Gastos de archivo, Traducción de documentos, Gastos de investigación, Tasas judiciales, Consultoría externa",1604.21,"Gastos de archivo: $52.67, Traducción de documentos: $395.24, Gastos de investigación: $450.43, Tasas judiciales: $238.7, Consultoría externa: $467.17"
5201,99,484.59,Gastos de investigación,477.7,Gastos de investigación: $477.7
5202,61,982.35,Peritaje,492.12,Peritaje: $492.12
5203,13,424.93,Traducción de documentos,239.53,Traducción de documentos: $239.53
5204,18,839.4,"Gastos de investigación, Tasas judiciales, Notificaciones",1164.87,"Gastos de investigación: $433.67, Tasas judiciales: $414.32, Notificaciones: $316.88"
5205,39,910.66,"Gastos de conciliación, Traducción de documentos",481.8,"Gastos de conciliación: $373.36, Traducción de documentos: $108.44"
5206,45,821.29,"Gastos de digitalización, Gastos de mensajería, Traducción de documentos",571.38,"Gastos de digitalización: $167.45, Gastos de mensajería: $66.62, Traducción de documentos: $337.31"
5207,55,314.39,"Gastos de correspondencia, Copias certificadas, Desplazamientos, Gastos de digitalización",1159.9,"Gastos de correspondencia: $453.18, Copias certificadas: $196.72, Desplazamientos: $411.99, Gastos de digitalización: $98.01"
5208,95,180.48,"Peritaje, Consultoría externa",256.89,"Peritaje: $62.68, Consultoría externa: $194.21"
5209,26,364.42,Gastos de mensajería,251.91,Gastos de mensajería: $251.91
5210,60,471.35,"Traducción de documentos, Copias certificadas, Honorarios de testigos, Gastos de archivo",988.05,"Traducción de documentos: $194.73, Copias certificadas: $339.04, Honorarios de testigos: $278.39, Gastos de archivo: $175.89"
5211,18,644.4,"Gastos de mensajería, Tasas judiciales, Traducción de documentos, Notificaciones, Gastos de digitalización",1013.28,"Gastos de mensajería: $100.22, Tasas judiciales: $480.96, Traducción de documentos: $118.31, Notificaciones: $126.98, Gastos de digitalización: $186.81"
5212,67,505.38,"Gastos de digitalización, Copias certificadas, Gastos de correspondencia, Gastos de conciliación, Gastos de mediación",1513.99,"Gastos de digitalización: $74.91, Copias certificadas: $213.8, Gastos de correspondencia: $484.3, Gastos de conciliación: $329.32, Gastos de mediación: $411.66"
5213,35,920.42,"Gastos de mediación, Notificaciones",510.87,"Gastos de mediación: $52.05, Notificaciones: $458.82"
5214,61,955.71,Gastos de investigación,270.46,Gastos de investigación: $270.46
5215,16,636.79,"Peritaje, Consultoría externa, Honorarios de testigos, Gastos de mediación, Gastos de conciliación",1425.57,"Peritaje: $360.93, Consultoría externa: $253.77, Honorarios de testigos: $342.63, Gastos de mediación: $171.89, Gastos de conciliación: $296.35"
5216,95,614.79,Traducción de documentos,303.53,Traducción de documentos: $303.53
5217,51,118.86,"Peritaje, Honorarios de testigos, Notificaciones",1097.71,"Peritaje: $354.9, Honorarios de testigos: $339.1, Notificaciones: $403.71"
5218,8,822.94,"Gastos de mensajería, Copias certificadas, Notificaciones, Gastos de archivo",1135.76,"Gastos de mensajería: $54.86, Copias certificadas: $279.85, Notificaciones: $324.68, Gastos de archivo: $476.37"
5219,68,583.06,"Gastos de correspondencia, Honorarios de testigos, Peritaje, Desplazamientos",1178.27,"Gastos de correspondencia: $366.34, Honorarios de testigos: $457.46, Peritaje: $235.85, Desplazamientos: $118.62"
5220,25,384.51,"Copias certificadas, Consultoría externa, Desplazamientos",437.85,"Copias certificadas: $193.92, Consultoría externa: $135.75, Desplazamientos: $108.18"
5221,93,571.26,Gastos de archivo,169.18,Gastos de archivo: $169.18
5222,60,376.95,"Gastos de conciliación, Peritaje",587.22,"Gastos de conciliación: $170.48, Peritaje: $416.74"
5223,68,179.17,"Tasas judiciales, Notificaciones, Gastos de correspondencia, Copias certificadas, Traducción de documentos",2197.64,"Tasas judiciales: $409.3, Notificaciones: $456.08, Gastos de correspondencia: $433.98, Copias certificadas: $476.63, Traducción de documentos: $421.65"
5224,9,575.93,"Gastos de digitalización, Gastos de conciliación, Gastos de correspondencia, Gastos de investigación, Notificaciones",1176.3400000000001,"Gastos de digitalización: $348.85, Gastos de conciliación: $149.91, Gastos de correspondencia: $437.6, Gastos de investigación: $66.24, Notificaciones: $173.74"
5225,87,889.86,"Gastos de digitalización, Notificaciones, Gastos de archivo, Peritaje",597.09,"Gastos de digitalización: $154.72, Notificaciones: $111.14, Gastos de archivo: $87.81, Peritaje: $243.42"
5226,45,143.63,"Desplazamientos, Gastos de investigación, Tasas judiciales",511.15,"Desplazamientos: $156.62, Gastos de investigación: $135.37, Tasas judiciales: $219.16"
5227,61,361.71,"Gastos de digitalización, Gastos de mediación, Gastos de correspondencia, Tasas judiciales, Desplazamientos",1843.66,"Gastos de digitalización: $333.59, Gastos de mediación: $483.1, Gastos de correspondencia: $381.0, Tasas judiciales: $490.2, Desplazamientos: $155.77"
5228,89,222.36,Honorarios de testigos,57.83,Honorarios de testigos: $57.83
5229,81,559.95,Gastos de mediación,400.39,Gastos de mediación: $400.39
5230,32,926.74,"Gastos de mediación, Consultoría externa, Notificaciones, Honorarios de testigos",841.38,"Gastos de mediación: $396.65, Consultoría externa: $256.34, Notificaciones: $71.69, Honorarios de testigos: $116.7"
5231,50,491.75,"Gastos de investigación, Gastos de digitalización, Gastos de conciliación",1025.27,"Gastos de investigación: $116.38, Gastos de digitalización: $447.81, Gastos de conciliación: $461.08"
5232,35,500.86,"Gastos de mensajería, Copias certificadas, Notificaciones",1185.62,"Gastos de mensajería: $390.96, Copias certificadas: $496.8, Notificaciones: $297.86"
5233,14,289.04,Notificaciones,352.69,Notificaciones: $352.69
5234,8,838.36,"Gastos de mensajería, Peritaje, Gastos de investigación, Gastos de digitalización, Gastos de mediación",1196.03,"Gastos de mensajería: $173.03, Peritaje: $147.55, Gastos de investigación: $179.97, Gastos de digitalización: $226.95, Gastos de mediación: $468.53"
5235,97,250.63,"Gastos de digitalización, Notificaciones, Consultoría externa, Traducción de documentos, Tasas judiciales",1045.6,"Gastos de digitalización: $119.09, Notificaciones: $129.28, Consultoría externa: $397.95, Traducción de documentos: $138.83, Tasas judiciales: $260.45"
5236,73,597.34,"Gastos de mensajería, Copias certificadas, Tasas judiciales",1072.6,"Gastos de mensajería: $497.64, Copias certificadas: $459.38, Tasas judiciales: $115.58"
5237,91,810.43,"Gastos de archivo, Gastos de correspondencia, Gastos de mensajería",711.98,"Gastos de archivo: $409.03, Gastos de correspondencia: $179.71, Gastos de mensajería: $123.24"
5238,78,945.44,"Gastos de archivo, Consultoría externa, Tasas judiciales",1025.26,"Gastos de archivo: $245.13, Consultoría externa: $446.01, Tasas judiciales: $334.12"
5239,78,102.78,Copias certificadas,471.3,Copias certificadas: $471.3
5240,92,291.69,"Traducción de documentos, Peritaje, Desplazamientos, Notificaciones",1113.3,"Traducción de documentos: $148.9, Peritaje: $395.43, Desplazamientos: $341.55, Notificaciones: $227.42"
5241,28,706.32,"Gastos de mediación, Gastos de digitalización, Gastos de conciliación",1327.16,"Gastos de mediación: $456.75, Gastos de digitalización: $426.11, Gastos de conciliación: $444.3"
5242,56,682.38,"Gastos de investigación, Gastos de correspondencia, Honorarios de testigos, Desplazamientos",1040.42,"Gastos de investigación: $364.11, Gastos de correspondencia: $55.06, Honorarios de testigos: $348.92, Desplazamientos: $272.33"
5243,98,226.7,"Traducción de documentos, Copias certificadas, Gastos de mediación",743.9599999999999,"Traducción de documentos: $76.83, Copias certificadas: $233.67, Gastos de mediación: $433.46"
5244,42,249.25,"Gastos de digitalización, Honorarios de testigos, Tasas judiciales, Gastos de archivo, Gastos de investigación",1264.25,"Gastos de digitalización: $189.17, Honorarios de testigos: $331.15, Tasas judiciales: $83.64, Gastos de archivo: $300.54, Gastos de investigación: $359.75"
5245,40,656.84,"Copias certificadas, Tasas judiciales, Peritaje",868.73,"Copias certificadas: $215.67, Tasas judiciales: $444.92, Peritaje: $208.14"
5246,70,636.73,"Gastos de archivo, Traducción de documentos, Honorarios de testigos",598.25,"Gastos de archivo: $349.74, Traducción de documentos: $127.9, Honorarios de testigos: $120.61"
5247,74,442.02,"Gastos de investigación, Consultoría externa, Gastos de archivo",554.96,"Gastos de investigación: $247.37, Consultoría externa: $219.19, Gastos de archivo: $88.4"
5248,5,350.83,"Gastos de archivo, Traducción de documentos, Gastos de mensajería, Gastos de correspondencia, Peritaje",1321.39,"Gastos de archivo: $430.61, Traducción de documentos: $248.55, Gastos de mensajería: $322.33, Gastos de correspondencia: $102.87, Peritaje: $217.03"
5249,8,562.83,"Gastos de investigación, Desplazamientos, Gastos de conciliación, Gastos de archivo, Peritaje",1207.05,"Gastos de investigación: $286.3, Desplazamientos: $55.95, Gastos de conciliación: $371.17, Gastos de archivo: $219.6, Peritaje: $274.03"
5250,78,247.84,"Gastos de conciliación, Copias certificadas, Gastos de mensajería, Notificaciones, Tasas judiciales",1359.54,"Gastos de conciliación: $171.07, Copias certificadas: $320.93, Gastos de mensajería: $490.06, Notificaciones: $183.04, Tasas judiciales: $194.44"
5251,52,225.71,"Desplazamientos, Notificaciones, Gastos de investigación",894.35,"Desplazamientos: $184.23, Notificaciones: $327.29, Gastos de investigación: $382.83"
5252,97,151.67,"Peritaje, Gastos de mensajería",235.73000000000002,"Peritaje: $142.97, Gastos de mensajería: $92.76"
